id,latitude,longitude,day_of_year,day_of_week,hour,month,pollution_value
186,39.50465706028976,-87.26736136890239,273,2,13,5,25.881100393564587
187,25.829362523129493,29.54226584838311,191,1,16,3,15.766831495406802
188,40.044461736204966,-75.2407346195905,302,0,4,4,14.670061731389204
189,51.534338135691925,-0.26516103188635193,363,6,20,7,14.26023571098668
190,39.35693981727122,121.05746865139295,59,5,9,10,30.726055612302034
191,51.38032465057659,0.6436966491611855,301,0,9,9,11.874424324145394
192,35.251915637402526,-120.55582790885013,99,5,22,7,16.983700295354655
193,29.94689595572473,120.57529784900163,204,0,9,10,52.650026640197254
194,43.4604041972472,-0.9830694789700068,249,5,11,11,15.741080427742846
195,30.03982419827272,102.90451756035617,188,3,10,5,15.328013327963586
196,26.18102565241711,120.1214073274673,123,2,10,7,16.614775673077087
197,46.34744892240338,-117.07544029924048,243,6,3,9,9.387532891216118
198,-23.79673122682771,27.558864018440087,264,1,1,12,29.247218675378456
199,35.04564113944028,136.9461749156656,236,2,19,12,9.97035246483725
200,50.39074187911902,7.517821570689398,340,4,10,10,25.833842290925954
201,46.84255637243724,125.0571595000373,356,4,17,7,15.731051775464069
202,-27.914789159017673,153.18173059869716,61,6,20,5,8.177942564730266
203,35.68738628082621,139.8184518723422,334,1,14,9,8.494867741096183
204,33.85740563087427,118.39288519009585,322,6,7,7,31.965286515860708
205,36.692903436636335,109.36411210499361,209,5,4,1,9.479718972283006
206,47.50353517949466,-120.66394113616721,286,5,19,12,5.08127620255217
207,39.578146554314685,-87.32425459887051,358,4,14,6,22.01175273792811
208,25.75455651620289,29.61933015402735,82,6,14,5,18.05374024951176
209,39.98000466312627,-75.14943108663103,30,3,22,9,19.149252269431493
210,51.49711266147237,-0.18020418434970428,147,2,15,8,13.440717511064765
211,39.54655120210695,121.0130747167999,87,5,18,8,36.517624693345
212,51.258305999223154,0.5855841983288891,180,4,14,10,10.385801829830987
213,35.24222907137244,-120.66533874206837,260,6,5,12,14.01937980971245
214,29.86160346217072,120.55272983008922,292,1,3,11,56.57418606657397
215,43.75627287842515,-0.9718947723343279,182,0,7,2,16.158247478580723
216,30.032092629479706,103.02205793697973,320,0,12,8,18.818000445467973
217,26.11066535960608,119.93979973195047,308,4,16,10,17.51837371688153
218,46.50641131023082,-117.07296088178971,225,0,19,4,10.150565994668366
219,-23.688971372790927,27.67073630940079,357,4,9,10,30.603332200255945
220,35.359308751367884,136.9468489968247,58,5,2,3,10.927660192585847
221,50.302014267530936,7.375998568386919,71,5,23,8,25.044200559888104
222,46.76003924023332,124.98204838625504,330,2,3,4,17.363670080522404
223,-27.752793385590017,153.030107233787,330,5,14,6,10.025439615884787
224,35.615221138117974,139.9739014016819,308,3,18,2,5.985336408422491
225,34.132563710638095,118.4056447788794,231,2,5,11,31.793235131876042
226,36.649670150217474,109.38525412035558,237,4,9,4,13.224437416461452
227,47.58502515911184,-120.46944239472987,264,5,1,9,5.861097437461057
228,39.65309563817709,-87.34851590695021,39,1,23,6,22.75970733340299
229,25.903776290171603,29.357569514055182,175,6,16,9,17.42473857834722
230,39.87427701512846,-75.36670702683077,203,1,1,10,20.080064586332377
231,51.582974544323676,-0.16965916056557742,140,2,18,4,15.22355331789162
232,39.46617805335914,121.25243173120957,245,2,16,5,37.75053112384325
233,51.50024248171358,0.5220658917264865,311,2,10,11,9.00546084952801
234,35.4259061143735,-120.50261062652761,95,3,18,12,21.287573780700313
235,29.882909659695414,120.5815024059407,251,4,18,5,53.43757521618218
236,43.7560264867147,-1.0847569143745157,159,5,15,12,15.963626923737243
237,30.048852448477636,103.0955992477305,145,1,9,1,16.41838606405814
238,26.202045671666266,120.11549125534297,87,0,6,7,15.84145616677241
239,46.29555510866541,-117.18525311361347,162,5,23,1,6.401758794780786
240,-23.793193882769923,27.513030494977464,295,4,23,2,29.541219049245225
241,35.25997715076666,136.89415363714593,6,2,21,7,13.310444028734342
242,50.49934354771382,7.541319354183552,78,2,2,6,24.182823718266793
243,46.51024785074826,124.9621854325914,342,3,0,10,15.528295474122025
244,-27.83563522765918,153.22057420800905,116,4,22,2,10.176078914471884
245,35.68982911239193,139.68536335590878,30,6,4,9,7.57557660323641
246,34.05650860302359,118.37780809087202,43,3,20,4,29.168169802938547
247,36.584682949284236,109.27115658794233,87,4,23,6,6.968510119212241
248,47.56446749454434,-120.46347609393403,306,6,15,6,10.317974960665964
249,39.420029357726676,-87.55123603807479,334,6,11,7,25.477744797396035
250,25.962892026136714,29.549657605659238,125,0,12,12,19.621853652009563
251,39.92490660080935,-75.29983148399353,119,2,19,12,13.9703319070584
252,51.575789666618114,-0.028994324333293492,294,1,19,10,12.076076318153428
253,39.3906629550733,121.26882758698379,25,3,0,1,35.099743281183116
254,51.565440840153016,0.46909639400311454,187,5,15,5,9.360781749662202
255,35.25616721855294,-120.54986313732215,166,6,3,1,13.907566996151218
256,29.773874299823664,120.54076373491802,78,5,10,12,54.18337040926282
257,43.77708182845423,-1.0972649836448025,282,6,3,2,15.205580703548005
258,29.901811425539307,102.89442364960149,118,5,4,4,18.076954794147692
259,26.022579174314373,120.04669935007334,15,4,20,7,14.16470126730522
260,46.36505640331536,-117.17582486374823,318,6,22,7,8.513804639472507
261,-23.72767330350143,27.437191089039278,275,3,10,8,28.579785166470455
262,35.21434927866916,137.0094828807661,68,5,21,2,11.127908967702458
263,50.458481214238596,7.414251908622415,47,4,9,12,23.568235703199825
264,46.67373109178195,125.03452634588433,33,0,10,12,17.458827241957678
265,-27.848713292286448,153.3023266066817,319,0,12,2,10.21821645389348
266,35.62497831438903,139.72756227545392,276,2,4,2,3.443190743746202
267,33.938331354902736,118.50000011193525,1,5,4,11,28.360492695622945
268,36.61010677118972,109.33491779696087,89,2,0,9,8.283762865387592
269,47.61009424425503,-120.54607735403215,179,0,1,1,5.606831477646005
270,39.48891692943167,-87.30306235727117,56,5,14,6,27.830601033426703
271,25.78017399443271,29.43539033357343,86,4,13,9,14.089808379979361
272,40.00467106029338,-75.21756218382028,228,4,23,12,18.502642933324285
273,51.434474644753706,0.021919335752910996,187,1,13,12,12.173933421123385
274,39.27857690037282,121.10497363630475,162,4,16,9,33.992408625593995
275,51.388167480530925,0.6070602227086824,193,3,0,7,11.70960694962989
276,35.3739265684498,-120.66882415171189,62,3,5,5,17.051989867997488
277,29.924894055489478,120.56057809131366,77,6,12,4,56.092214296427834
278,43.612113999223624,-1.0251181779556715,357,6,18,4,16.955508212751038
279,30.01458441222504,102.9700988055296,114,6,4,11,17.180483744651195
280,26.04043954671467,120.03367958422172,263,3,17,8,15.63404932525435
281,46.3752192076659,-117.01058375301413,176,3,10,4,11.849525469544709
282,-23.637357466992757,27.35903743753997,292,6,19,7,29.419452010549442
283,35.033243687298146,137.02064086209495,78,1,3,3,10.216651252196739
284,50.42924323198257,7.450023936796083,137,5,16,5,27.960052787979663
285,46.76148337811547,125.07242964786508,6,2,22,1,19.946113555124516
286,-27.74761061836566,153.06593879605546,364,5,5,5,8.557681381819322
287,35.531761955589474,139.8589640806079,79,0,21,11,6.873514314619941
288,33.82206259515827,118.31809341476952,192,0,12,5,24.30988607284828
289,36.65183314623347,109.37767164370233,308,1,2,4,9.754062823940032
290,47.568139265178495,-120.64285645071688,132,6,13,12,4.14284920719405
291,39.48527449373435,-87.2990357668126,200,2,22,11,23.62904049729442
292,25.658293979762185,29.530645347592365,233,1,18,11,15.123109083024094
293,39.99751249501422,-75.26690132565527,131,3,14,9,18.47201997491142
294,51.40350356199713,-0.08551586019138697,202,1,22,8,13.776474400834818
295,39.445983694297084,121.22400568685167,226,6,9,1,33.48047977368435
296,51.53774267411901,0.7302550017194427,280,6,22,12,11.465819038229673
297,35.405049593724826,-120.77351952096338,290,2,5,7,13.439821368394725
298,29.929755953172304,120.65278886585338,240,4,18,9,53.44402335051994
299,43.6732924874782,-0.9663218778187412,323,6,19,8,13.088371089587639
300,29.985897947603245,103.21637729199783,19,4,6,2,18.28900978795026
301,26.07731852867145,120.04327910689072,12,4,4,1,16.24221028580006
302,46.374911162537614,-116.98155373595759,68,6,3,2,8.937491747143744
303,-23.813257901583864,27.360108966223088,302,2,5,4,27.098880731800495
304,35.01351902192371,137.0488713281486,208,0,7,6,12.30738395986968
305,50.357097543753305,7.371652769524602,230,2,0,3,22.420390252422777
306,46.823266190241114,124.97933174522586,245,3,12,11,19.70772559936796
307,-27.7958016379649,153.27454453764642,88,6,6,9,7.997518724235425
308,35.50611307060017,139.75791779556923,8,5,13,8,9.2515183041372
309,33.76562262158589,118.450467469809,141,6,11,12,27.070739582813065
310,36.627628291760516,109.25971352489594,271,0,7,9,9.242349387106373
311,47.558269040635544,-120.60312934537028,235,2,7,7,6.344488907247526
312,39.569925648526,-87.60125696307884,191,6,3,9,22.8195303399548
313,25.808961679967098,29.55769589249089,123,3,14,4,17.557120823603796
314,40.117030077855574,-75.07646900287222,190,1,6,5,17.408566012442673
315,51.57499685121115,-0.17634332628220004,112,4,8,1,15.262418137414535
316,39.44874744509553,121.31981490598479,37,3,22,8,36.1266591603641
317,51.540241727070104,0.6000989148494218,3,0,0,6,12.641785528222357
318,35.35039379482474,-120.78602635613876,16,0,3,2,15.250029555239058
319,30.0149009915009,120.49800225827893,286,5,6,11,56.18695855400529
320,43.552846792270806,-0.9921399984541779,116,3,23,2,13.21850828988304
321,30.167482389460876,103.0340673030508,346,0,1,4,19.276239667235785
322,26.041715135449476,119.84462604257956,286,6,6,5,15.18450557725979
323,46.48808754420489,-117.07258010677913,198,6,13,9,10.265231053333284
324,-23.638381697577184,27.62226854978467,75,5,12,8,27.395117007994553
325,35.109186732506735,137.11642989350037,302,5,0,5,12.266238449265993
326,50.516062045350296,7.571226640391801,362,6,8,3,26.44979878746814
327,46.55236459045875,124.93763746994878,136,4,22,1,17.09061591336726
328,-27.856499426256264,153.25571002463028,250,2,12,9,10.140589825230307
329,35.540257825908355,139.82064167970563,56,1,10,3,4.8756288940026655
330,33.727681507457376,118.35500134925351,279,4,23,2,30.197148722942938
331,36.84675357289414,109.44773267250247,16,5,1,4,12.364690197710523
332,47.38470996600156,-120.52429763723042,79,1,10,4,8.82642315924121
333,39.5928399331014,-87.14661372278034,330,6,10,10,23.059160933315997
334,25.867898225151006,29.44624988478962,285,6,12,10,15.55173890435624
335,40.05559470718545,-75.32344697506159,56,3,18,3,20.921552998806064
336,51.54754256691245,-0.13950264190722772,223,0,2,12,12.337543722155537
337,39.259533415155,121.20090815981544,34,6,15,11,33.5822226435447
338,51.2820989357138,0.6265373465380826,23,3,4,9,11.117278634824912
339,35.237996822427206,-120.6919071827021,303,6,19,8,15.274054763776933
340,29.899232293158143,120.45448218478282,166,5,19,3,53.70529717008288
341,43.74827671935024,-1.151556467191035,67,2,10,1,16.226650783518316
342,29.939451497366946,102.97977191682074,298,6,4,11,14.611087999024546
343,26.179485988321332,119.9896409640256,340,1,6,9,11.920157544159432
344,46.31762783707156,-117.03751517360087,17,1,14,5,6.022979524780645
345,-23.68132135854268,27.396534873044526,240,0,6,9,32.08844660305901
346,35.09129888287522,137.2392630321986,227,5,0,1,10.864987509382168
347,50.38438423984274,7.7509778743728095,184,5,15,6,27.29204202385802
348,46.78941999445563,124.91084618107614,330,6,4,11,21.785974129406668
349,-27.830485155107482,153.26961960378108,55,0,5,7,5.7965557002373265
350,35.74372100182209,139.70439215732435,188,2,23,9,6.615707937413551
351,34.01030572315501,118.46414840560364,176,4,22,8,29.468344601137673
352,36.58002460619799,109.49208568043005,27,6,13,8,7.34919866718027
353,47.4353251019934,-120.56429481396377,219,4,17,8,6.594793459868148
354,39.471877987266716,-87.39204225783473,255,2,8,3,24.57623717982113
355,25.81277488241386,29.332886060465956,314,4,15,7,15.312421719870585
356,39.8723208406424,-75.29474598494727,296,4,21,2,17.806937221931538
357,51.417944442021856,-0.1711477754637502,253,4,9,10,9.039766912593812
358,39.62253085376806,121.19438203710033,86,3,9,5,30.291690839919827
359,51.61496147806601,0.559132501855582,24,2,17,3,7.372164559540936
360,35.205000764797184,-120.48954057885862,300,6,13,4,17.405051200976622
361,29.86671193295933,120.47361648258813,314,2,10,1,54.474909574100764
362,43.78065024831267,-1.1459270009184128,207,5,1,6,15.578485969054093
363,30.012106634960944,102.8611004882356,273,0,13,8,14.7500566376447
364,26.05257126743855,119.9789217012714,63,4,23,3,13.47882164554455
365,46.23373630197841,-117.06883232077128,290,3,7,12,6.1881236645983035
366,-23.67239518761756,27.529910462480093,339,4,5,2,28.916017902651728
367,35.21494459659254,137.21364273467447,349,1,11,12,12.868316466831052
368,50.39063014188272,7.371225083393995,32,1,13,11,25.64399127008998
369,46.69662134791104,124.84294489127687,48,3,16,11,16.45797877223932
370,-27.62869577900907,153.30718602358314,47,4,3,8,7.2902544721498925
371,35.73657556384922,139.5488992331308,212,2,12,4,7.655067920632224
372,33.98201625946584,118.50855021270928,15,6,23,5,30.23630972454148
373,36.7513320075749,109.4038316982501,139,4,17,12,9.59715260784829
374,47.54911622921051,-120.48068232335788,194,2,10,5,5.280359721870592
375,39.37346599511666,-87.45053330286967,45,0,20,9,22.416774410898828
376,25.77057838696206,29.525130529442794,47,0,7,6,17.898622623752402
377,39.82472736547112,-75.23864065861353,51,3,16,2,18.975514175478263
378,51.564543575449505,-0.1573456391995013,29,5,3,1,17.978197011119637
379,39.458507430819246,121.26750608976307,233,5,3,1,35.41837111592606
380,51.369129265824064,0.5568039091595102,59,2,16,7,8.547655215058192
381,35.23252709214462,-120.85931387799596,53,6,10,8,17.942738094736892
382,29.908952500039412,120.55558797967097,59,4,19,2,53.68112873771818
383,43.550725243462324,-1.0166297559873991,200,1,20,8,17.278427670139934
384,29.93583406971949,103.08492552447869,146,0,19,1,20.03715976208606
385,26.171659490394017,120.0731021106008,114,3,7,12,16.81314133700976
386,46.370722307016926,-116.93931166077495,161,3,8,5,9.904670513553405
387,-23.866747271170563,27.68242787916972,360,1,9,9,29.519793593306606
388,35.17256272178614,137.0183624024499,58,6,20,3,10.276488372824934
389,50.38942422629554,7.56419462561291,357,6,8,6,25.34968709532784
390,46.7043091098814,124.85320957089893,178,5,8,3,14.952240963966723
391,-27.66522385912083,153.05399179351437,51,3,15,7,7.606631510151356
392,35.66765625773215,139.67677342512633,134,4,22,1,8.93493634283209
393,33.88920643067872,118.26614204992369,199,6,1,12,26.54648345011431
394,36.75063252247893,109.38937821765884,170,3,19,7,9.830011843107298
395,47.48058618949084,-120.53830045926685,153,0,16,3,4.947256014241361
396,39.514204498349635,-87.48787567706682,92,6,22,8,23.44472768615888
397,25.81813479142116,29.565932713280812,290,5,5,9,19.546841750521022
398,39.897386199245624,-75.20433510288338,365,6,13,1,17.728109715008973
399,51.594411144285836,-0.2173675336250689,236,1,18,6,14.857114508011565
400,39.35556823819298,121.10315429150718,21,5,4,4,35.22703878646954
401,51.48301322632386,0.6383439371720632,258,5,3,12,11.61821554216454
402,35.08736101373004,-120.62627516610122,358,1,20,7,16.321118247577083
